Row_ID,Order_iD,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,Province,Region,Customer_Segment,Product_Category,Product_Sub_Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date
6248,44256,19/11/2011,Low,49,1889,0.1,Express Air,182,41,8.99,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,26/11/2011
6261,44320,29/04/2009,Medium,49,7002,0.1,Regular Air,-1641,154,69,Sally Knutson,British Columbia,West,Corporate,Furniture,Tables,Laminate Occasional Tables,Large Box,0.68,30/04/2009
6386,45377,03/04/2011,Low,47,91,0.08,Regular Air,-23,2,1.49,Kimberly Carter,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,05/04/2011
6658,47367,16/04/2011,Medium,7,28,0.06,Regular Air,0,4,1.49,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,16/04/2011
6659,47367,16/04/2011,Medium,6,21,0.08,Regular Air,2,4,0.5,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Labels,Avery 52,Small Box,0.38,17/04/2011
6705,47750,15/06/2010,Low,37,102,0.08,Regular Air,37,3,0.5,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Labels,Avery 492,Small Box,0.39,20/06/2010
6706,47750,15/06/2010,Low,43,1098,0.05,Regular Air,216,25,8.99,Sally Knutson,British Columbia,West,Corporate,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.5,20/06/2010
6791,48388,09/08/2009,High,3,22,0.08,Regular Air,-13,6,5.01,Marina Lichtenstein,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39,11/08/2009
6882,49059,20/09/2009,Medium,48,128,0.09,Regular Air,46,3,0.5,Christina DeMoss,British Columbia,West,Home Office,Office Supplies,Labels,Avery 498,Small Box,0.38,22/09/2009
6883,49059,20/09/2009,Medium,5,253,0.02,Regular Air,33,49,5.81,Christina DeMoss,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1891,Small Box,0.38,21/09/2009
6938,49510,20/03/2012,Critical,16,44,0.04,Regular Air,-6,3,1.3,Luke Weiss,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils,Wrap Bag,0.59,21/03/2012
6949,49634,23/03/2012,Not Specified,45,132,0.02,Regular Air,11,3,1.49,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,25/03/2012
7035,50210,19/07/2010,Low,47,179,0,Regular Air,82,4,0.5,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Labels,Avery 510,Small Box,0.37,24/07/2010
7036,50210,19/07/2010,Low,15,31,0,Regular Air,-30,2,2.58,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Wrap Bag,0.82,28/07/2010
7079,50503,21/11/2012,Medium,28,1539,0.05,Regular Air,-186,66,19.99,Sanjit Chand,British Columbia,West,Home Office,Technology,Telephones and Communication,iDEN i95,Small Box,0.59,23/11/2012
7120,50816,27/03/2009,High,25,286,0.07,Regular Air,-36,12,4.98,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,29/03/2009
7121,50816,27/03/2009,High,26,734,0.03,Regular Air,303,29,1.49,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,29/03/2009
7122,50816,27/03/2009,High,6,99,0.01,Regular Air,-12,15,1.99,Anthony Johnson,British Columbia,West,Small Business,Technology,Computer Peripherals,"Memorex 4.7GB DVD+R, 3/Pack",Small Pack,0.42,29/03/2009
7159,51073,14/05/2010,Not Specified,17,2475,0,Express Air,959,137,24.49,Luke Weiss,British Columbia,West,Corporate,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,16/05/2010
7160,51073,14/05/2010,Not Specified,49,1610,0,Regular Air,813,31,3.92,Luke Weiss,British Columbia,West,Corporate,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Small Pack,0.44,15/05/2010
7235,51584,17/10/2010,Critical,48,5620,0.01,Delivery Truck,176,111,30,Rob Haberlin,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum,0.71,18/10/2010
7273,51879,24/08/2010,Not Specified,26,1382,0.03,Regular Air,372,52,19.99,Monica Federle,British Columbia,West,Corporate,Furniture,Office Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Small Box,0.44,26/08/2010
7274,51879,24/08/2010,Not Specified,46,991,0.01,Regular Air,212,20,8.68,Monica Federle,British Columbia,West,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,25/08/2010
7335,52288,10/08/2011,High,19,1410,0.07,Regular Air,545,79,19.99,Kimberly Carter,British Columbia,West,Home Office,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box,0.43,11/08/2011
7456,53190,24/09/2009,Medium,10,268,0.06,Regular Air,75,29,1.49,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,27/09/2009
7457,53190,24/09/2009,Medium,9,477,0.1,Regular Air,-171,66,3.99,Michelle Arnett,British Columbia,West,Home Office,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,25/09/2009
7502,53536,30/10/2012,High,35,739,0.1,Regular Air,109,23,7.58,Sanjit Chand,British Columbia,West,Home Office,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,01/11/2012
7503,53536,30/10/2012,High,5,1015,0,Delivery Truck,-235,179,56.2,Sanjit Chand,British Columbia,West,Home Office,Furniture,Tables,Bevis Round Conference Room Tables and Bases,Jumbo Box,0.71,01/11/2012
7506,53572,07/05/2010,Medium,17,184,0.07,Regular Air,5,11,5.25,Marina Lichtenstein,British Columbia,West,Corporate,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,Small Box,0.36,08/05/2010
7533,53825,09/04/2011,Low,36,1646,0.08,Regular Air,650,48,7.23,Joy Smith,British Columbia,West,Consumer,Office Supplies,Paper,Xerox 1885,Small Box,0.37,11/04/2011
7534,53863,03/06/2010,High,46,7807,0.02,Express Air,1660,162,19.99,Christina DeMoss,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Small Box,0.66,06/06/2010
7565,54119,22/05/2010,Medium,45,261,0.04,Express Air,-43,6,3.37,Monica Federle,British Columbia,West,Corporate,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,23/05/2010
7566,54119,22/05/2010,Medium,4,128,0.05,Regular Air,-42,30,6.64,Monica Federle,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,Small Box,0.7,25/05/2010
7861,56224,25/10/2012,Medium,35,144,0.01,Regular Air,-117,4,5.44,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box,0.36,27/10/2012
7862,56224,25/10/2012,Medium,32,3205,0.01,Delivery Truck,-1116,96,74.35,Michelle Arnett,British Columbia,West,Home Office,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,26/10/2012
7863,56224,25/10/2012,Medium,46,339,0.1,Regular Air,49,8,2.82,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box",Wrap Bag,0.4,25/10/2012
7864,56224,25/10/2012,Medium,9,902,0.04,Delivery Truck,-153,124,51.94,Michelle Arnett,British Columbia,West,Home Office,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,26/10/2012
7873,56293,05/01/2010,Not Specified,34,703,0.04,Regular Air,-45,20,11.17,Michelle Arnett,British Columbia,West,Home Office,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,05/01/2010
7874,56293,05/01/2010,Not Specified,44,713,0.06,Regular Air,-28,17,6.25,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,06/01/2010
8116,57959,30/12/2011,Medium,40,240,0.04,Regular Air,-32,6,3.37,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,31/12/2011
8117,57959,30/12/2011,Medium,48,1270,0.08,Express Air,-65,26,5.89,Sally Knutson,British Columbia,West,Consumer,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,31/12/2011
8184,58500,14/02/2011,Low,17,1529,0.07,Regular Air,14,111,8.99,Christina DeMoss,British Columbia,West,Home Office,Technology,Telephones and Communication,LX 677,Small Box,0.57,14/02/2011
8335,59584,28/05/2010,Medium,3,337,0.08,Delivery Truck,-160,101,35.84,Joy Smith,British Columbia,West,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,29/05/2010
8336,59584,28/05/2010,Medium,7,1120,0,Regular Air,17,151,13.99,Joy Smith,British Columbia,West,Consumer,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,28/05/2010
45,261,28/06/2010,Medium,47,5678,0.04,Regular Air,1681,141,4.2,Sonia Sunley,British Columbia,West,Small Business,Technology,Telephones and Communication,7160,Small Box,0.59,29/06/2010
143,928,01/03/2011,Low,21,1223,0.06,Express Air,301,60,3.99,Anthony O'Donnell,British Columbia,West,Consumer,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,06/03/2011
144,928,01/03/2011,Low,26,390,0.02,Express Air,45,15,7.4,Anthony O'Donnell,British Columbia,West,Consumer,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,03/03/2011
191,1282,27/02/2012,Not Specified,26,892,0,Regular Air,366,32,1.99,Emily Grady,British Columbia,West,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,29/02/2012
192,1282,27/02/2012,Not Specified,10,29,0.01,Regular Air,-2,3,1.34,Emily Grady,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,29/02/2012
267,1856,19/03/2012,Not Specified,24,1449,0.08,Regular Air,-712,61,49,Alex Avila,British Columbia,West,Home Office,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,21/03/2012
268,1856,19/03/2012,Not Specified,43,4375,0.05,Regular Air,973,126,8.08,Alex Avila,British Columbia,West,Home Office,Technology,Telephones and Communication,M3682,Small Box,0.57,20/03/2012
269,1856,19/03/2012,Not Specified,44,4283,0.1,Regular Air,676,126,8.8,Alex Avila,British Columbia,West,Home Office,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,20/03/2012
280,1925,04/03/2012,Critical,7,1874,0.08,Regular Air,68,276,24.49,Brian Moss,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,0,05/03/2012
424,2848,09/03/2012,Critical,35,1476,0.06,Express Air,-304,43,15.9,Emily Grady,British Columbia,West,Home Office,Furniture,Office Furnishings,Eldon Advantage® Chair Mats for Low to Medium Pile Carpets,Medium Box,0.75,11/03/2012
425,2848,09/03/2012,Critical,8,864,0.04,Regular Air,-264,126,8.99,Emily Grady,British Columbia,West,Home Office,Technology,Telephones and Communication,SC7868i,Small Box,0.55,11/03/2012
767,5504,05/01/2010,High,6,50,0.06,Express Air,-20,6,7.64,Anna Andreadi,British Columbia,West,Small Business,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.36,07/01/2010
768,5504,05/01/2010,High,15,607,0.04,Regular Air,20,46,4.99,Anna Andreadi,British Columbia,West,Small Business,Technology,Telephones and Communication,KF 788,Small Box,0.56,07/01/2010
1153,8390,21/04/2012,Medium,24,715,0.08,Regular Air,-99,31,4,Emily Grady,British Columbia,West,Home Office,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.8,21/04/2012
1168,8545,17/06/2009,Low,25,114,0,Regular Air,-77,4,5.34,Barbara Fisher,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco,Small Box,0.38,21/06/2009
1169,8545,17/06/2009,Low,24,3082,0.1,Delivery Truck,-663,131,54.74,Barbara Fisher,British Columbia,West,Small Business,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,21/06/2009
1305,9573,13/06/2012,Medium,41,133,0,Regular Air,-60,3,1.92,Emily Grady,British Columbia,West,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,14/06/2012
1356,9892,16/07/2012,Medium,50,1407,0.02,Regular Air,424,27,8.23,Kelly Williams,British Columbia,West,Corporate,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Small Box,0.38,17/07/2012
1381,10048,15/05/2009,Not Specified,46,3197,0.08,Regular Air,97,74,4,Sonia Sunley,British Columbia,West,Corporate,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.77,18/05/2009
1382,10048,15/05/2009,Not Specified,21,79,0.02,Regular Air,-21,4,1.32,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,17/05/2009
1395,10144,02/01/2011,Critical,16,5404,0.08,Delivery Truck,104,356,58.92,Sonia Sunley,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64,04/01/2011
1396,10144,02/01/2011,Critical,1,192,0.02,Delivery Truck,-98,161,30,Sonia Sunley,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,04/01/2011
1397,10144,02/01/2011,Critical,24,6408,0.1,Delivery Truck,540,281,35.67,Sonia Sunley,British Columbia,West,Corporate,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box,0.66,02/01/2011
1440,10432,05/01/2012,Low,13,2323,0.08,Regular Air,220,180,19.99,Sonia Sunley,British Columbia,West,Corporate,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.48,12/01/2012
1481,10661,23/01/2009,Not Specified,18,136,0,Regular Air,-99,7,8.37,Jocasta Rupert,British Columbia,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,24/01/2009
1791,12806,24/12/2011,Not Specified,20,761,0,Regular Air,108,36,14.72,Sonia Sunley,British Columbia,West,Small Business,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box,0.4,25/12/2011
1837,13158,20/11/2012,Critical,26,187,0.01,Regular Air,29,7,2.99,Kelly Williams,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,22/11/2012
1876,13507,29/12/2012,Medium,27,176,0.09,Regular Air,-76,7,6.18,Anna Andreadi,British Columbia,West,Small Business,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Box,0.39,30/12/2012
2014,14375,31/01/2010,Medium,7,44,0.07,Regular Air,-22,6,5.67,Rick Duston,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1978,Small Box,0.36,01/02/2010
2049,14627,04/02/2009,Medium,47,671,0.07,Regular Air,68,14,6.46,Sonia Sunley,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,"GBC White Gloss Covers, Plain Front",Small Box,0.38,05/02/2009
2077,14852,24/12/2011,Medium,9,3800,0.03,Express Air,1235,421,19.99,Angele Hood,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,24/12/2011
2256,16230,27/02/2010,Low,2,13,0.09,Regular Air,-8,7,0.49,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,01/03/2010
2257,16230,27/02/2010,Low,27,3379,0.06,Delivery Truck,-801,131,54.74,Sonia Sunley,British Columbia,West,Corporate,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,01/03/2010
2258,16230,27/02/2010,Low,15,688,0.08,Regular Air,224,49,5.81,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1891,Small Box,0.38,06/03/2010
2259,16230,27/02/2010,Low,40,4539,0,Regular Air,507,111,8.64,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,0.78,04/03/2010
2635,19074,25/06/2012,Critical,17,3817,0.01,Delivery Truck,191,208,68.02,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Jumbo Drum,0.58,27/06/2012
2801,20194,13/03/2012,High,10,194,0.1,Regular Air,69,20,6.67,Dennis Bolton,British Columbia,West,Consumer,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,15/03/2012
2912,21024,28/12/2010,Medium,34,195,0.05,Regular Air,34,6,1.2,Stewart Carmichael,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,30/12/2010
2978,21509,03/07/2012,High,13,48,0.04,Regular Air,16,4,0.5,Dennis Bolton,British Columbia,West,Consumer,Office Supplies,Labels,Avery 487,Small Box,0.38,05/07/2012
3042,21856,05/04/2012,Not Specified,47,169,0.05,Regular Air,72,4,0.5,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Labels,Avery 487,Small Box,0.38,07/04/2012
3043,21856,05/04/2012,Not Specified,26,77,0.08,Regular Air,-48,3,1.92,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,05/04/2012
3085,22119,24/07/2009,Low,20,939,0.07,Regular Air,-123,49,19.99,Stewart Carmichael,British Columbia,West,Corporate,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",Small Box,0.57,29/07/2009
3141,22534,18/07/2011,Medium,3,279,0,Regular Air,-44,84,19.99,Kelly Williams,British Columbia,West,Corporate,Office Supplies,Envelopes,Airmail Envelopes,Small Box,0.38,20/07/2011
3154,22629,15/04/2010,Low,5,366,0.05,Regular Air,-243,74,14.52,Sonia Sunley,British Columbia,West,Small Business,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.65,20/04/2010
3208,23011,15/06/2010,Low,1,12,0.01,Regular Air,-34,10,1.99,Kelly Williams,British Columbia,West,Corporate,Technology,Computer Peripherals,TDK 4.7GB DVD-R,Small Pack,0.41,22/06/2010
3368,24070,15/03/2011,High,36,170,0.1,Regular Air,-98,5,4.97,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,16/03/2011
3369,24070,15/03/2011,High,3,431,0.1,Regular Air,-165,141,24.49,Sonia Sunley,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,16/03/2011
3370,24070,15/03/2011,High,48,294,0,Express Air,89,6,0.7,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 314,Wrap Bag,0.6,16/03/2011
3474,24737,06/12/2009,High,3,550,0.09,Delivery Truck,-211,181,26.2,Sonia Sunley,British Columbia,West,Small Business,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,09/12/2009
3475,24737,06/12/2009,High,26,182,0,Regular Air,-28,6,5.19,Sonia Sunley,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1995,Small Box,0.37,07/12/2009
3691,26373,22/07/2010,Medium,7,285,0.08,Regular Air,2,41,5.33,Anna Andreadi,British Columbia,West,Small Business,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box,0.57,25/07/2010
3781,26978,25/06/2010,Medium,46,27876,0,Regular Air,-636,600,24.49,Seth Vernon,British Columbia,West,Home Office,Technology,Copiers and Fax,Canon Image Class D660 Copier,Large Box,0.44,27/06/2010
3782,26978,25/06/2010,Medium,49,2030,0.04,Regular Air,938,41,5.86,Seth Vernon,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1919,Small Box,0.36,27/06/2010
3783,26978,25/06/2010,Medium,47,696,0.09,Express Air,-157,15,8.78,Seth Vernon,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Small Box,0.57,27/06/2010
3815,27174,08/10/2011,Critical,17,478,0.09,Regular Air,-246,36,5,Alex Avila,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory27,Small Box,0.85,10/10/2011
3910,27876,07/09/2010,Low,44,778,0.03,Regular Air,-71,17,8.99,Sarah Foster,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Berol Giant Pencil Sharpener,Small Pack,0.56,14/09/2010
4005,28582,22/01/2012,Not Specified,40,1500,0.06,Express Air,424,39,1.99,Alex Avila,British Columbia,West,Home Office,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Small Pack,0.51,23/01/2012
4006,28582,22/01/2012,Not Specified,45,377,0.02,Regular Air,88,8,2.87,Alex Avila,British Columbia,West,Home Office,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4,23/01/2012
4048,28868,05/04/2012,High,30,204,0.05,Regular Air,-142,6,8.73,Anna Andreadi,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 227,Small Box,0.37,06/04/2012
4200,29857,12/12/2009,Medium,41,5573,0.07,Delivery Truck,-639,141,36.09,Angele Hood,British Columbia,West,Consumer,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,14/12/2009
4209,29921,23/03/2012,Medium,33,3978,0.06,Regular Air,1733,121,9.07,Sonia Sunley,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box,0.35,25/03/2012
4307,30659,13/09/2011,Critical,45,3117,0.08,Regular Air,-107,86,0.99,Kelly Williams,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,15/09/2011
4308,30660,05/09/2012,Critical,16,986,0.02,Regular Air,-647,71,69,Anna Andreadi,British Columbia,West,Small Business,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,08/09/2012
4332,30883,21/08/2010,Medium,30,201,0.1,Regular Air,60,7,1.6,Alex Avila,British Columbia,West,Home Office,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Wrap Bag,0.38,22/08/2010
4619,32871,26/10/2012,High,42,940,0,Express Air,10,21,4,Jim Karlsson,British Columbia,West,Small Business,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.77,29/10/2012
4718,33600,06/10/2010,Low,42,187,0.06,Regular Air,-94,4,4.79,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1962,Small Box,0.4,08/10/2010
4722,33632,13/03/2010,Critical,8,764,0.06,Regular Air,-278,116,5.26,Alex Avila,British Columbia,West,Home Office,Technology,Telephones and Communication,636,Small Box,0.57,14/03/2010
4727,33665,25/05/2011,Low,45,12458,0.08,Delivery Truck,1063,285,69.55,Lisa DeCherney,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6,30/05/2011
4841,34434,09/05/2011,Not Specified,16,32,0.08,Regular Air,-63,2,4.79,Barbara Fisher,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Easy Flow II™ Sheet Lifters,Small Box,0.37,10/05/2011
4842,34434,09/05/2011,Not Specified,23,117,0.04,Regular Air,51,5,0.49,Barbara Fisher,British Columbia,West,Small Business,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,11/05/2011
4885,34753,18/01/2010,Not Specified,7,117,0.09,Regular Air,-64,21,0.99,Barbara Fisher,British Columbia,West,Small Business,Technology,Telephones and Communication,Accessory25,Wrap Bag,0.57,20/01/2010
4970,35364,12/12/2009,Critical,16,72,0.04,Regular Air,-55,4,5.68,Lisa DeCherney,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 199,Small Box,0.4,14/12/2009
4971,35364,12/12/2009,Critical,29,10339,0.06,Delivery Truck,-872,376,85.63,Lisa DeCherney,British Columbia,West,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,14/12/2009
4972,35364,12/12/2009,Critical,37,15897,0.06,Delivery Truck,455,424,110.2,Lisa DeCherney,British Columbia,West,Corporate,Furniture,Tables,Bush Advantage Collection® Racetrack Conference Table,Jumbo Box,0.67,13/12/2009
4973,35364,12/12/2009,Critical,8,1265,0.06,Regular Air,-554,196,8.99,Lisa DeCherney,British Columbia,West,Corporate,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,14/12/2009
5019,35812,22/01/2010,Critical,24,2723,0.08,Delivery Truck,-113,114,30,Barbara Fisher,British Columbia,West,Small Business,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum,0.69,24/01/2010
5020,35812,22/01/2010,Critical,2,60,0.09,Regular Air,-148,31,4,Barbara Fisher,British Columbia,West,Small Business,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,24/01/2010
5021,35812,22/01/2010,Critical,19,852,0.08,Regular Air,308,48,5.86,Barbara Fisher,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1938,Small Box,0.37,24/01/2010
5212,37063,09/12/2012,Not Specified,50,919,0,Regular Air,90,18,8.99,Alex Avila,British Columbia,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Small Pack,0.47,10/12/2012
5238,37281,28/08/2009,Medium,25,453,0.05,Regular Air,3,21,4.81,Roy Skaria,British Columbia,West,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,29/08/2009
5315,37798,04/11/2012,High,23,6277,0.09,Delivery Truck,813,292,48.8,Angele Hood,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Jumbo Drum,0.56,04/11/2012
